id,extra_attributes
1911,"{'dept': 'MFG', 'name': 'Julio Abernathy', 'shift': 'Group 2', 'title': 'DR13393I', 'supvid': '01532423', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Sanita Binti Jauhari Ponnambalam', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1910,"{'dept': 'MFG', 'name': 'Kieran Kertzmann', 'shift': 'Group 2', 'title': 'DR13388I', 'supvid': '01532423', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Sanita Binti Jauhari Ponnambalam', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1909,"{'dept': 'MFG', 'name': 'Jerad Leffler', 'shift': 'Night', 'title': 'DR13387I', 'supvid': '00030414', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Zuriati Binti Ahmad Sofi', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G27.C'}"
1908,"{'dept': 'MFG', 'name': 'Jessika Metz', 'shift': 'Group 3', 'title': 'DR13256I', 'supvid': '01375131', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Dineeshkumar A/L Subramaniam', 'workcell': 'KEYSIGHT', 'costcenter': '711061', 'department': 'MF00', 'shiftgroup': 'G62.C'}"
1907,"{'dept': 'MFG', 'name': 'Sydney Zieme', 'shift': 'Group 2', 'title': 'DR13254I', 'supvid': '00030273', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Sitti Hadija Binti Salusa', 'workcell': 'KEYSIGHT', 'costcenter': '711061', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1906,"{'dept': 'MFG', 'name': 'Bulah Tromp', 'shift': 'Group 3', 'title': 'DR13253I', 'supvid': '00030273', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Sitti Hadija Binti Salusa', 'workcell': 'KEYSIGHT', 'costcenter': '711061', 'department': 'MF00', 'shiftgroup': 'G62.C'}"
1905,"{'dept': 'MFG', 'name': 'Willy Wehner', 'shift': 'Group 2', 'title': 'DR13251I', 'supvid': '00030273', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Sitti Hadija Binti Salusa', 'workcell': 'KEYSIGHT', 'costcenter': '711061', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1904,"{'dept': 'MFG', 'name': 'Monte Pouros', 'shift': 'Night', 'title': 'DR13249I', 'supvid': '00030221', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Tan Leong Huat', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G27.C'}"
1903,"{'dept': 'MFG', 'name': 'Rita Eichmann', 'shift': 'Group 3', 'title': 'DR13248I', 'supvid': '00030221', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Tan Leong Huat', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G62.C'}"
1902,"{'dept': 'MFG', 'name': 'Carlo Lehner', 'shift': 'Morning', 'title': 'DR13247I', 'supvid': '00030221', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Tan Leong Huat', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G26.C'}"
1901,"{'dept': 'MFG', 'name': 'Felicity Baumbach', 'shift': 'Night', 'title': 'DR13246I', 'supvid': '00030221', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Tan Leong Huat', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G27.C'}"
1900,"{'dept': 'MFG', 'name': 'Jerry Moen', 'shift': 'Group 2', 'title': 'DR13245I', 'supvid': '00030221', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Tan Leong Huat', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1899,"{'dept': 'MFG', 'name': 'Logan Block', 'shift': 'Night', 'title': 'DR13244I', 'supvid': '00030221', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Tan Leong Huat', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G27.C'}"
1898,"{'dept': 'MFG', 'name': 'Ashleigh Kub', 'shift': 'Group 2', 'title': 'DR13243I', 'supvid': '00030221', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Tan Leong Huat', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1897,"{'dept': 'MFG', 'name': 'Magdalena Ledner', 'shift': 'Group 3', 'title': 'DR13242I', 'supvid': '00155983', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Rokinah Binti Yaakub', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G62.C'}"
1896,"{'dept': 'MFG', 'name': 'Eryn Durgan', 'shift': 'Group 2', 'title': 'DR13241I', 'supvid': '00155983', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Rokinah Binti Yaakub', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1895,"{'dept': 'MFG', 'name': 'Junior Becker', 'shift': 'Group 2', 'title': 'DR13238I', 'supvid': '00155983', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Rokinah Binti Yaakub', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1894,"{'dept': 'MFG', 'name': 'Aglae Emard', 'shift': 'Group 2', 'title': 'DR13236I', 'supvid': '01375131', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Dineeshkumar A/L Subramaniam', 'workcell': 'KEYSIGHT', 'costcenter': '711061', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1893,"{'dept': 'MFG', 'name': 'Matilde Koelpin', 'shift': 'Group 3', 'title': 'DR13232I', 'supvid': '00030273', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Sitti Hadija Binti Salusa', 'workcell': 'KEYSIGHT', 'costcenter': '711061', 'department': 'MF00', 'shiftgroup': 'G62.C'}"
1892,"{'dept': 'MFG', 'name': 'Jaylan Zemlak', 'shift': 'Group 2', 'title': 'DR13228I', 'supvid': '00155983', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Rokinah Binti Yaakub', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1891,"{'dept': 'MFG', 'name': 'Mervin Friesen', 'shift': 'Group 2', 'title': 'DR13227I', 'supvid': '00155983', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Rokinah Binti Yaakub', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1890,"{'dept': 'MFG', 'name': 'Burley Parisian', 'shift': 'Group 3', 'title': 'DR13223I', 'supvid': '00090340', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Mohamad Sobri Bin Daud', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G62.C'}"
1889,"{'dept': 'MFG', 'name': 'Catharine Gulgowski', 'shift': 'Group 2', 'title': 'DR13222I', 'supvid': '00090340', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Mohamad Sobri Bin Daud', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1888,"{'dept': 'MFG', 'name': 'Omari Bahringer', 'shift': 'Group 3', 'title': 'DR13220I', 'supvid': '00090340', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Mohamad Sobri Bin Daud', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G62.C'}"
1887,"{'dept': 'MFG', 'name': 'Darion Padberg', 'shift': 'Morning', 'title': 'DR13189I', 'supvid': '01375131', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Dineeshkumar A/L Subramaniam', 'workcell': 'KEYSIGHT', 'costcenter': '711061', 'department': 'MF00', 'shiftgroup': 'G26.C'}"
1886,"{'dept': 'MFG', 'name': 'Kylie Crist', 'shift': 'Morning', 'title': 'DR12922I', 'supvid': '00030221', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Tan Leong Huat', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G26.C'}"
1885,"{'dept': 'MFG', 'name': 'Rhiannon Bashirian', 'shift': 'Group 3', 'title': 'DR12920I', 'supvid': '00030221', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Tan Leong Huat', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G62.C'}"
1884,"{'dept': 'MFG', 'name': 'Bobby Von', 'shift': 'Night', 'title': 'DR12901I', 'supvid': '01324248', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Abdul Rahman Bin Mohamad Yusub', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G27.C'}"
1883,"{'dept': 'MFG', 'name': 'Alejandra Toy', 'shift': 'Night', 'title': 'DR12899I', 'supvid': '01324248', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Abdul Rahman Bin Mohamad Yusub', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G27.C'}"
1882,"{'dept': 'MFG', 'name': 'Roger Keeling', 'shift': 'Group 2', 'title': 'DR12898I', 'supvid': '00155983', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Rokinah Binti Yaakub', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1881,"{'dept': 'MFG', 'name': 'Tristian Kuhn', 'shift': 'Group 2', 'title': 'DR12896I', 'supvid': '01532423', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Sanita Binti Jauhari Ponnambalam', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1880,"{'dept': 'MFG', 'name': 'Karianne Goldner', 'shift': 'Group 3', 'title': 'DR12876I', 'supvid': '00155983', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Rokinah Binti Yaakub', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G62.C'}"
1879,"{'dept': 'MFG', 'name': 'Zoe Wyman', 'shift': 'Group 3', 'title': 'DR12873I', 'supvid': '00028871', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Thamayanthi A/P Subramaniam', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G62.C'}"
1878,"{'dept': 'MFG', 'name': 'Stevie Fisher', 'shift': 'Night', 'title': 'DR12872I', 'supvid': '00030221', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Tan Leong Huat', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G27.C'}"
1877,"{'dept': 'MFG', 'name': 'Damien Hyatt', 'shift': 'Group 3', 'title': 'DR12871I', 'supvid': '00155983', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Rokinah Binti Yaakub', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G62.C'}"
1876,"{'dept': 'MFG', 'name': 'Hulda Weber', 'shift': 'Group 2', 'title': 'DR12870I', 'supvid': '00090340', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Mohamad Sobri Bin Daud', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1875,"{'dept': 'MFG', 'name': 'Elisha Jones', 'shift': 'Morning', 'title': 'DR12865I', 'supvid': '00029246', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Nor Azizah Binti Jamalludin', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G26.C'}"
1874,"{'dept': 'MFG', 'name': 'Rhoda Kris', 'shift': 'Group 2', 'title': 'DR12863I', 'supvid': '00030221', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Tan Leong Huat', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1873,"{'dept': 'MFG', 'name': 'Donnell Parker', 'shift': 'Group 3', 'title': 'DR12858I', 'supvid': '00029246', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Nor Azizah Binti Jamalludin', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G62.C'}"
1872,"{'dept': 'MFG', 'name': 'Matilde Romaguera', 'shift': 'Group 2', 'title': 'DR12857I', 'supvid': '01532423', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Sanita Binti Jauhari Ponnambalam', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1871,"{'dept': 'MFG', 'name': 'Lexi Russel', 'shift': 'Group 2', 'title': 'DR12856I', 'supvid': '01532423', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Sanita Binti Jauhari Ponnambalam', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1870,"{'dept': 'MFG', 'name': 'Esther Nader', 'shift': 'Morning', 'title': 'DR12854I', 'supvid': '00029246', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Nor Azizah Binti Jamalludin', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G26.C'}"
1869,"{'dept': 'MFG', 'name': 'Rylan Bode', 'shift': 'Night', 'title': 'DR12852I', 'supvid': '00029737', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Latipah Binti Ahmad', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G27.C'}"
1868,"{'dept': 'MFG', 'name': 'Roel Champlin', 'shift': 'Morning', 'title': 'DR12851I', 'supvid': '00029737', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Latipah Binti Ahmad', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G26.C'}"
1867,"{'dept': 'MFG', 'name': 'Zula Vandervort', 'shift': 'Group 2', 'title': 'DR12847I', 'supvid': '00090340', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Mohamad Sobri Bin Daud', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1866,"{'dept': 'MFG', 'name': 'Tanya Wiza', 'shift': 'Group 2', 'title': 'DR12845I', 'supvid': '00029246', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Nor Azizah Binti Jamalludin', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1865,"{'dept': 'MFG', 'name': 'Mervin Moen', 'shift': 'Group 2', 'title': 'DR12843I', 'supvid': '00029246', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Nor Azizah Binti Jamalludin', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1864,"{'dept': 'MFG', 'name': 'Clint Bogan', 'shift': 'Group 3', 'title': 'DR12842I', 'supvid': '00029246', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Nor Azizah Binti Jamalludin', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G62.C'}"
1863,"{'dept': 'MFG', 'name': 'Jessica King', 'shift': 'Group 2', 'title': 'DR12840I', 'supvid': '00029246', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Nor Azizah Binti Jamalludin', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1862,"{'dept': 'MFG', 'name': 'Johnpaul Considine', 'shift': 'Group 3', 'title': 'DR12839I', 'supvid': '01324248', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Abdul Rahman Bin Mohamad Yusub', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G62.C'}"
1861,"{'dept': 'MFG', 'name': 'Eliezer Ankunding', 'shift': 'Group 2', 'title': 'DR12838I', 'supvid': '01532423', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Sanita Binti Jauhari Ponnambalam', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1860,"{'dept': 'MFG', 'name': 'Rosa Crist', 'shift': 'Group 2', 'title': 'DR12837I', 'supvid': '01532423', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Sanita Binti Jauhari Ponnambalam', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1859,"{'dept': 'MFG', 'name': 'Marta Lowe', 'shift': 'Group 2', 'title': 'DR12836I', 'supvid': '01532423', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Sanita Binti Jauhari Ponnambalam', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1858,"{'dept': 'MFG', 'name': 'Lorine Connelly', 'shift': 'Group 2', 'title': 'DR12834I', 'supvid': '01532423', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Sanita Binti Jauhari Ponnambalam', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1857,"{'dept': 'MFG', 'name': 'Melvina Hauck', 'shift': 'Group 2', 'title': 'DR12832I', 'supvid': '00155983', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Rokinah Binti Yaakub', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1856,"{'dept': 'MFG', 'name': 'Faye Nader', 'shift': 'Group 2', 'title': 'DR12831I', 'supvid': '00155983', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Rokinah Binti Yaakub', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1855,"{'dept': 'MFG', 'name': 'Syble Glover', 'shift': 'Morning', 'title': 'DR12830I', 'supvid': '00029246', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Nor Azizah Binti Jamalludin', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G26.C'}"
1854,"{'dept': 'MFG', 'name': 'Mylene Maggio', 'shift': 'Group 3', 'title': 'DR12827I', 'supvid': '00028871', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Thamayanthi A/P Subramaniam', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G62.C'}"
1853,"{'dept': 'MFG', 'name': 'Myrna Ebert', 'shift': 'Group 3', 'title': 'DR12755I', 'supvid': '01404732', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Badariah Binti Abdul Aziz', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G62.C'}"
1852,"{'dept': 'MFG', 'name': 'Clare Willms', 'shift': 'Night', 'title': 'DR12732I', 'supvid': '01324248', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Abdul Rahman Bin Mohamad Yusub', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G27.C'}"
1851,"{'dept': 'MFG', 'name': 'Deja Metz', 'shift': 'Group 2', 'title': 'DR12731I', 'supvid': '00030221', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Tan Leong Huat', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1850,"{'dept': 'MFG', 'name': 'Freeman Streich', 'shift': 'Group 3', 'title': 'DR12725I', 'supvid': '00030221', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Tan Leong Huat', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G62.C'}"
1849,"{'dept': 'MFG', 'name': 'Agnes Klein', 'shift': 'Group 3', 'title': 'DR12724I', 'supvid': '00029246', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Nor Azizah Binti Jamalludin', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G62.C'}"
1848,"{'dept': 'MFG', 'name': 'David Schuster', 'shift': 'Group 3', 'title': 'DR12720I', 'supvid': '00030221', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Tan Leong Huat', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G62.C'}"
1847,"{'dept': 'MFG', 'name': 'Jameson Flatley', 'shift': 'Morning', 'title': 'DR12708I', 'supvid': '00029246', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Nor Azizah Binti Jamalludin', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G26.C'}"
1846,"{'dept': 'MFG', 'name': 'Consuelo Steuber', 'shift': 'Group 2', 'title': 'DR12604I', 'supvid': '00090340', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Mohamad Sobri Bin Daud', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1845,"{'dept': 'MFG', 'name': 'Dorian Ratke', 'shift': 'Group 3', 'title': 'DR12602I', 'supvid': '00090340', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Mohamad Sobri Bin Daud', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G62.C'}"
1844,"{'dept': 'MFG', 'name': 'Camila Simonis', 'shift': 'Group 3', 'title': 'DR12600I', 'supvid': '00155983', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Rokinah Binti Yaakub', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G62.C'}"
1843,"{'dept': 'MFG', 'name': 'Samantha Thiel', 'shift': 'Night', 'title': 'DR12597I', 'supvid': '00029246', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Nor Azizah Binti Jamalludin', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G27.C'}"
1842,"{'dept': 'MFG', 'name': 'Josiah Crona', 'shift': 'Group 2', 'title': 'DR12596I', 'supvid': '00028871', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Thamayanthi A/P Subramaniam', 'workcell': 'KEYSIGHT', 'costcenter': '712008', 'department': 'MF00', 'shiftgroup': 'G61.C'}"
1841,"{'dept': 'MFG', 'name': 'Antwan Greenfelder', 'shift': 'Morning', 'title': 'DR12593I', 'supvid': '00030414', 'daytype': 'Regular', 'job cat': 'DL', 'category': 'XA', 'supvname': 'Zuriati Binti Ahmad Sofi', 'workcell': 'KEYSIGHT', 'costcenter': '722003', 'department': 'MF00', 'shiftgroup': 'G26.C'}"
